"paperId","reviewerId","text","state"
"0000fcfd467a19cf0e59169c2f07d730a0f3a8b9","2848566","kjcCMcYvkGhlVQdCivRwUKvSfNaEvWtorqjuPTEmCYuOZoXJUH","rejected"
"00010bbec9c10e355cdd3b7b9479e92e0a405b3b","2274000464","ebuaeivGhKqGkItuv uYwRSvOUQIEgxWetpfJxxbfiHoIhGQfd","accepted"
"00010bbec9c10e355cdd3b7b9479e92e0a405b3b","2350947","CTcLaqeJrfbeykBEYkppRRqUzJzxVdNAOijlZzChXvjbftdJSR","accepted"
"00010bbec9c10e355cdd3b7b9479e92e0a405b3b","38907156","JYWtTOQgwDxbAkRWUgvgaHkiOLGpaCUtUhSpjxMuanPcMExfip","accepted"
"000115f877c3a3fc77736afe620a22500188f3a5","46932045","IJQOvOtWGtqUkFfMjdCaSWQrbaoISjIGIhQlYqeVwirbIYFgLK","rejected"
"000115f877c3a3fc77736afe620a22500188f3a5","2220783171","ISBJfrMbtflpyoByBLeqexYgmGvnLNmayKru LCrnesaOjEZNi","rejected"
"000115f877c3a3fc77736afe620a22500188f3a5","2040404","ajRYUBkteDEDQASDtumsaPACtfMYIsIgjBWWiknOzDkePuxjCE","accepted"
"0001739746fe04bc6d9b9a82788d9032e18d0205","2396644667","GTRndIaBVbgWCKStnIqSosykmfBDzeErzmOVMedY vUpFHEuzC","rejected"
"0001739746fe04bc6d9b9a82788d9032e18d0205","2083584465","yeCuHUbebJWsCTOZAanXbOjaukhbdcLHPVaaqzAKnihXcRBMje","rejected"
"0001739746fe04bc6d9b9a82788d9032e18d0205","147095024","NYPEcgSuKHWxYzqKB DzRJyGxcxGarQmjweGe OtUVaeowCupl","rejected"
"000182ab44341a4277351e61eca61824d33662d4","2109405784","KErbvucHEJafqaOWUEMPHxKp BSXg T MLdmSwQiHBnXAqWqIk","accepted"
"000182ab44341a4277351e61eca61824d33662d4","13986477","iWtvvpJIJCaYLpOZPsrgOVlHlJHcOWnqQjJOMoi mEclHdiZYg","rejected"
"000182ab44341a4277351e61eca61824d33662d4","144149428","ioAKAoKVsDfzRNzktLylsuUmQURHBAIuoRhqxnAvDHwzzgLelq","accepted"
"0001995c16a306c8987150236a8688d74693a507","145993178","mEiKtZJrvCTkfylkiYsDh CxKdxAoAgXUEAYiyRWBhsnPtvoIv","rejected"
"0001995c16a306c8987150236a8688d74693a507","2178474124","PXmaIzGvkbwuhuzlZbNxQUPlByrlmzrGgGgmyxGTbexMpBZDVh","accepted"
"0001995c16a306c8987150236a8688d74693a507","1717434","VBZDIOrgrFQQYDbavlIoJwBCzwpLOeBBsXjXLWvFkvfnHQtzoz","accepted"
"0001aa572591c74692e2c8c6b7f3a8d4f3c2943b","144261500","LLogcEUjrDPlrQhUsfGoiXIaBndMNyUgKGLWfnozmKTLEzdiKp","accepted"
"0001aa572591c74692e2c8c6b7f3a8d4f3c2943b","9204532","BdfJZsGvtSGIWqTafyFOElQguogtnl kOnQzumMJhLXDMmID s","accepted"
"0001aa572591c74692e2c8c6b7f3a8d4f3c2943b","3299113","MdkpFhYJMnlKgfvFVLFzLiOVfqqGILTEgGKHRhdoUhlEKALNYu","accepted"
"0001b49691f8ad0f92208909f517cfbfa0a401c6","34073980","kgATBkkwBooxVEygYGnMFV oIHpiEHvBPpTwyYBrbnykbpDVMi","accepted"
"0001b49691f8ad0f92208909f517cfbfa0a401c6","2049085462","NpFLTwjfWrrjbdxIXAJ cPYuBDOREbwP dMXfbMCGujktNqCnx","accepted"
"0001b49691f8ad0f92208909f517cfbfa0a401c6","40950488","JZRcxbfkuheOM pvfXkSgRNxXYvlUYmokFprLxxuOGFgKlUkuk","accepted"
"0001dd1d0f7b3f57419c7eafd4e2e2fcbb5e6cac","50275981","ZOZRUw EgwkzHxBmjsbkiCXDsRJAsNtyjsPxQuMhTBSrMNBTNK","accepted"
"0001dd1d0f7b3f57419c7eafd4e2e2fcbb5e6cac","39095873","ZFtFgYmOELDyZKHGEeaiWfxxkKMJoWDRTsPdqPubohAgBXHgCE","rejected"
"0001dd1d0f7b3f57419c7eafd4e2e2fcbb5e6cac","46872757","QXhBqQOyQTRHcreLFSRrrlVmzbqlFUyzQtTVwyzwKzHmnzORUl","accepted"
"00024714c7d6616ec9e32ff28c963324dda54689","1879428","VcCkKsdXdIlojVpLsrWskC tqqmrSxmfxtlKsjELtCIgXycTCm","rejected"
"00024714c7d6616ec9e32ff28c963324dda54689","49211781","drgBhYTBVsVWrYchOqeFwxeaUxUABzDkBlcSfWPlYYNSNHNGxi","rejected"
"00024714c7d6616ec9e32ff28c963324dda54689","2127570511","TZxPAAleWkaTtzIUGsKyHpDtFzqDSitXXurgbTmksymwlNfwC","accepted"
"00024842a329545cae0b34f91f90ca453751126a","2062836087","BMZVPokAKWZIFbyufzprEcBSbxwGtgSbeLAXOBLZYiYriIbR g","rejected"
"00024842a329545cae0b34f91f90ca453751126a","66796501","GDlIznJPJ IZWNSSzeQGGrvlaFJBvePpDAfmswKGvSBdWwYVuQ","accepted"
"00024842a329545cae0b34f91f90ca453751126a","1397474184","CZrFWAsQYRbVbEosIxxNENUwYBmcqDBjNimlXCG TICcglyTrG","accepted"
"00029921967a733e46040274ba6823c4b214977f","2109930238","OreoHDkRCHOsTjcQdsVdbubtkMYoLOogrrRXqHpSnlTxtSeUVQ","accepted"
"00029921967a733e46040274ba6823c4b214977f","2065872852","UXnkkYUfjayeOagvtbAfwJZ EVniZybcIExqzxyFyQxxCHREmB","accepted"
"00029921967a733e46040274ba6823c4b214977f","143951081","HsJGfjtgW IUrTwaHppbEelgoxcKkeoBZwBbXXZnDZrYTMtEQJ","rejected"
"0002d7cac3c6629e1ec4ddc84b056822eccc2088","40144526","yXsEjCsKMMvCGNgklxjvAZGGfmqqDzSuDWBhcWvulZftwgojQM","accepted"
"0002d7cac3c6629e1ec4ddc84b056822eccc2088","1715670","ZXnWtlHhDQZ SnaRjXAQMbzAdKxGnrYtmLHoRr ypmACvCtmCc","rejected"
"0002d7cac3c6629e1ec4ddc84b056822eccc2088","1684289","XYmTpZGkCgYNzIVAoWkG uSuvlPMWzKSTx RasScEHZSQRsUIB","rejected"
"0002d894bfe4737b636d964710e91dd8abf2d200","97362676","ogQtIztAAWNrgCRiWzWHytBTpFfkQFXdelyFdnPmOsooVNc qG","rejected"
"0002d894bfe4737b636d964710e91dd8abf2d200","2090930410","pZMSHiwwxiTLMopVEhyctzJVhuhsbcrgIVKEUOQiDVlTnkbMjY","accepted"
"0002d894bfe4737b636d964710e91dd8abf2d200","8603400","aigwQbhKlRpVPGuNNTANfuveGRUVAjePguOA jEOYoOgqnSQIh","rejected"
"0002e798f0af1dc0c72a66f7561de87263ac60ad","2304343599","vaQlNjnkrpXRlHoIKKybxQCrGJRfCXUOiLMgikPNEhdQGpgula","accepted"
"0002e798f0af1dc0c72a66f7561de87263ac60ad","25581960","mQQQzGUySHopdjLAtpwwmGzfWt tDaQCPIwZLH oQlvgKAWKma","accepted"
"0002e798f0af1dc0c72a66f7561de87263ac60ad","32640008","AuIjDAtYnuQCplRSSrSnhWkYxIEdDUOYuOuvcXcJIOSAxglkBN","accepted"
"0003377821a5ab1bfce8513a9c5fb94c8e9a047c","48670402","ayucUOqLdCYWEPEPxCkXuPsadfRu XEgLuUzOEKDmwhkHchvYW","accepted"
"0003377821a5ab1bfce8513a9c5fb94c8e9a047c","2954279","XmaTxbugdicLiSItzBdAWBkHQAvnaujvcIisUztJGqYglJVjQw","rejected"
"0003377821a5ab1bfce8513a9c5fb94c8e9a047c","2023824880","dHiauFXmrJZnFpBEeECVJATY  cRJuqdsqzBE SVTrFUaaMx P","rejected"
"00035328d59878c9299b56feabcbd1dd995c57c0","144890810","MfAaDEX AdrDE HxvVyBxTRGEUajLGH HEcIQ  WPXGGFjUyvn","accepted"
"00035328d59878c9299b56feabcbd1dd995c57c0","2249707","TBOkxGRgWqrHEkFzRLVgCQPBglc ZtjrxaBmtOgZdRSOJyudNQ","rejected"
"00035328d59878c9299b56feabcbd1dd995c57c0","3211234","N JIFjSLqIbObKUsBhaLXiCIijmeJzSuwrlGacpWGBqBBKcuCn","accepted"
"0003678d3d567451ce3111588fdcd33468760f9d","1679661","mTvxzKEOluguocGMbW GcZSEqeUggahSEYNlvvbeSvXkWUiuJj","accepted"
"0003678d3d567451ce3111588fdcd33468760f9d","2153630810","XEZtmUMopvOpfORELhVFFakMHIMsmcdhSdwFqAKfeyCGyPeLxm","rejected"
"0003678d3d567451ce3111588fdcd33468760f9d","2700215","JCtCKOVuyotJcsWgvjSwSeqQLqLYeDLfUhlLtTS ZbOrzDbIGH","accepted"
"000379683604012c47cf4fe9692530857db672d1","2041477","RqNAyCVOrGrEhjhugAASkfniGizOswCaeHOtPexruRlgbzCQsm","rejected"
"000379683604012c47cf4fe9692530857db672d1","34173006","AfdpaMtONKlJAkuIEuqxJqFxQanBLDhLpQYVqhNwIJhyLkPPsz","accepted"
"000379683604012c47cf4fe9692530857db672d1","2076257351","xiDQqrorqRRthAwGfIcoesOTyJZItWfsGCkIWpLqIbZuTTPEXM","accepted"
"0004445f65e9097e8874c229ed43f3a746f93d85","48723885","GJH avFRVwhQxflNXHgNaOxGaGoKD vbBFDaQlGI pDavbjSgb","rejected"
"0004445f65e9097e8874c229ed43f3a746f93d85","147095024","brMSkqIPrPxVgKWdWmqyInFuvtBdiyYpqHbMZfxSw njNQsrFu","accepted"
"0004445f65e9097e8874c229ed43f3a746f93d85","1661026482","YSEFYiLBRRVwigVMDVxnudKNcGdthivhJAlLWuOtmvqdBzjEud","rejected"
"00044f52a54ec865317fa7f4f8d90c821a5d3257","1776118","kDpnqJdpiNKBeuqhkfkSgcHaLlBujupbvTLhRWOQQSAAzChLUD","rejected"
"00044f52a54ec865317fa7f4f8d90c821a5d3257","2338122","dmTYIDzXtbRgqMtkACwBC NouvAMULjrFVyxbToGFeNThvSlOF","rejected"
"00044f52a54ec865317fa7f4f8d90c821a5d3257","39724474","MCvMsSSLsAyjXJTLYbf  WWrWJKHTgmXkjptFwY XPAUWzTazL","rejected"
"00046f0cd36e436a8d83d9b7a1279fc633f2b1c2","37465583","CFiGuLuqSPMWrtlfVGsznX bZvekQLBWfuyxnjYdaiWkycbKxa","accepted"
"00046f0cd36e436a8d83d9b7a1279fc633f2b1c2","2054652097","GsDVKrXjyvaQSVURFDANYdncPUJSJivgFXEdOliJIPWRHtHLxG","accepted"
"00046f0cd36e436a8d83d9b7a1279fc633f2b1c2","2126207","CUXgZqKleXHmwRHsEMmxquyCOB fuudHRWct IhZaTnjwKjMqp","accepted"
"000472224f223ca1f47452f20cfd51bbf28c22c1","51304340","sLoPpIQmsBKexlbnAaqZUCFUdcwkrpqxjhceTsJMruyboCxaux","rejected"
"000472224f223ca1f47452f20cfd51bbf28c22c1","89875547","QaHZPCIMIijXZxAySgbezwlsVOWAOOkeRwowvrusvVFckxMIzU","accepted"
"000472224f223ca1f47452f20cfd51bbf28c22c1","2118929325","LvyiensLTwMxWjxAFIC z rUtaKtUCaNffbnC VblIkfsncrFU","rejected"
"00047bbaf4ca0bc7c84484594a8e16fcdf02923f","3507328","TwCkZdIZvwESCGiOlNpHdYoPEksZVhavToLAxIsdAUsljmYLzy","accepted"
"00047bbaf4ca0bc7c84484594a8e16fcdf02923f","87389632","jPbWPMunwhHxGWfxrufVhTjLSxaNkDfyCArEVStcNkbewmzHsS","rejected"
"00047bbaf4ca0bc7c84484594a8e16fcdf02923f","2107916962","svqRXQBTuMOKJQySGSCmIFRskArolxSMnSTLbGtTmYPozRzODN","rejected"
"000493cb69bb9e6b0e0b2e358783b90d330221b2","2108672658","ppkuUvErtRGYWWPUDCjsxzcduApLdVrYohJOwPtoKZqMGgbLwA","rejected"
"000493cb69bb9e6b0e0b2e358783b90d330221b2","2070027818","rWyzlBFUEpJBLhefHuTMKpUtviHHIBURBFqzGIByFGrxDEZoxD","rejected"
"000493cb69bb9e6b0e0b2e358783b90d330221b2","40790972","JURVBydgpafx XokWiBuCtYgXPVwVoVbgsnltKQUVPDsAjddye","rejected"
"0004c91d3799562dc1d03d243adbea1f60f4699c","1471371109","vLPZqAKlaAxAgRvSOwuNdQ BZTLAWjwt NrGwUMjWDnakGYAPZ","rejected"
"0004c91d3799562dc1d03d243adbea1f60f4699c","1731593","NGBDJiwbiIflLApYtZFBCXoCiBljTeLMdbkSiTZsGaFnYsTivZ","accepted"
"0004c91d3799562dc1d03d243adbea1f60f4699c","2143434490","uNklSKbxzAxWccSILuIGTQPFapMAHyukZGgnyJOIHAaNmjIVdU","rejected"
"0004dcb9de0583a65ce0a3c0a9e87846b960aeaf","1734579","juSeSFGtWlSvhYQcTvTxbexONnZfHUnvmhBCVnqmFFURGctUZP","rejected"
"0004dcb9de0583a65ce0a3c0a9e87846b960aeaf","31608995","NFARCXlOmMmfBlRQhyiTPNoShlcHMMAUsjrrJCgZNTAevMTtWo","rejected"
"0004dcb9de0583a65ce0a3c0a9e87846b960aeaf","34665814","hDAGguJfquEin yRdbD WaVskaxuLmjSkEHPyGGvcdiBHU enX","accepted"
"000598034e9de1c3a0f39f37f37124d4a439f935","2182290895","DZIkZQXMvtRsVvTSVOZaMjOUZJczMEwtaqAmJfmlvjAWXdjoLD","rejected"
"000598034e9de1c3a0f39f37f37124d4a439f935","47725170","uXtUj wUbUMmkfmlKYtqizHgQRvTaCZmMMamYWPlCjlxMijH s","accepted"
"000598034e9de1c3a0f39f37f37124d4a439f935","2202729578","hVJyxvJIQmFDjkANEmxoxWPBJhXeORCwShNzKouubw TSeBYYj","rejected"
"00059849d3b5b073a8d078b438cf67824313b194","3114551","vttRFhmiLNzLrxgByDLhTyGsShlaaoPblvlmhylBTRrVmcGbZG","rejected"
"00059849d3b5b073a8d078b438cf67824313b194","1757287","bGCoEImIdukecPIZtmgWsrmdsqXBVyKWyiAlLiWHqhqLSCGTXQ","rejected"
"00059849d3b5b073a8d078b438cf67824313b194","34035325","rtlKMO xNTLmLQRDBRfkMJPahovxrYHLyjlRbum aEPoEnoRyB","rejected"
"0005ddaef4aa8b5ee072749ff3d2a3ea7d1aa6b3","2126421511","UDSmgrDuAPPReekUJQZHJNJXzlJZXQkYHlGnPprgoHkIaf zlp","rejected"
"0005ddaef4aa8b5ee072749ff3d2a3ea7d1aa6b3","3001727","JRGooQFLjlXiknarquUUzPy SrnvcTjOBdIvVbKXHaIQrfEEXR","rejected"
"0005ddaef4aa8b5ee072749ff3d2a3ea7d1aa6b3","36009053","bsglgHyYUQaVsFeNJQOtyJMBjJm xnJACSVxsDcIoRlR wuUtT","accepted"
"000630c48de1085c49cd879ab690c67b68ab742e","2141678942","yWVSaLHjfxTVbkoTIWFASnGnUqeIztqnDoEFlzHsSotmyRZHPq","accepted"
"000630c48de1085c49cd879ab690c67b68ab742e","2758494","vDEdTGcgBPjgRnxusyvAqkODAIvu wTqoSHeZmgeconHDdBPsV","accepted"
"000630c48de1085c49cd879ab690c67b68ab742e","2527531","TqoUuGYUpxwfnMtGjNfeqQcEzTCcpEuMCOrimKrEKujuCyyWLy","rejected"
"0006cb648859778434749c3d8c572745c2c5b250","2286825530","IOhZrWfAsejkBzaZbHCCkoXoYTttgzdXhIDsPVDNjilDnLdIIB","rejected"
"0006cb648859778434749c3d8c572745c2c5b250","2092380256","LWwqJfBaHLJNWBJVOKDZcNWBccTUOZNPdujPhTojObieGlhOkD","accepted"
"0006cb648859778434749c3d8c572745c2c5b250","2064726146","TBsDLdXtLszMnyLbghqxQBSfJFizgkvpWnddh UXGSfHbdWwjx","rejected"
"0006e60ccca1f36645ab526b2ebc399487a4936b","40211557","TOjAowRipytaygkNLEmvUVxCDBDD uXLAdLnpZwjtppplAsWTq","accepted"
"0006e60ccca1f36645ab526b2ebc399487a4936b","2109119525","zvjfFAEqYgaFcvDGiTVfwEDiUUGWBweuhExMkwIYmDglgEpqAE","accepted"
"0006e60ccca1f36645ab526b2ebc399487a4936b","1869245","vqneBqQp nxunbMyPSkqtnMKjqeQbXlbMaPhDDpqSlrfJvxGyZ","accepted"
"00071e985d339495d32a55593d34ae969453d4aa","2261459747","VURmZvKYIpiLniqWfMckCnmlWgowTbzCiMTEVI kZUkWXAMnPE","accepted"
"00071e985d339495d32a55593d34ae969453d4aa","2056954014","vP DwAOOnpVAGjQLeQlNwbTqDaPuSXdPGPiSEueZxsUSLAGAAO","accepted"
"00071e985d339495d32a55593d34ae969453d4aa","2433727","OzrPfXWi ytKocuXGKPYxyXnfkYnQkepthxOJaaXUJVctHpTUk","accepted"
"00072d1f9014b108ad3b711e66fb7ddcc3016639","40895374","yrwdBit vYvZkvSiROKAfwcjndqeAErcdvhwaIjDohhHcwwgQh","rejected"
"00072d1f9014b108ad3b711e66fb7ddcc3016639","145993397","fLVSQZoTqz uRLSV fQsqrRIFSPysDGbGithibgbKvDJrZvRtX","accepted"
"00072d1f9014b108ad3b711e66fb7ddcc3016639","50227290","GaRvBhJEUARlrSNDjferLhjstvpBZtQykFkkCxXkoUUFDfRzxi","accepted"
"00078ba79a65726f189455ec79d77604d3c67cf8","2512432","DNQgXZhomjHVHYWGeFWGI EotDfTrkrSkdZHfMwWCvLp YRDzK","rejected"
"00078ba79a65726f189455ec79d77604d3c67cf8","2459023","tprahjtcGsOkYSxOFvfdAesRInVkSXRXAdwYUPRqPEUJqroiUm","accepted"
"00078ba79a65726f189455ec79d77604d3c67cf8","144034476","aqcDyHhXgg rGBHJmXliitfnrDf DFIovBADbLPKKDJAtNWwQl","accepted"
"0007928487a11eef983d2291a7c9a796188e07ee","2145802299","CvxOjWuwdylZFLyNrDHsYrgdmxDZwjLj zZk xUMehclAyEbIS","accepted"
"0007928487a11eef983d2291a7c9a796188e07ee","2124878810","JZvfRJFWezGJnEBANvmwzcUkIQrLcRwEOuCbCmEyTVxPMS Zyz","accepted"
"0007928487a11eef983d2291a7c9a796188e07ee","2065702342","vMhuWXcmkMQJVzwSwDGlITuCuPBSawZdogZjjkpxvqjhSWlkHf","rejected"
"00079c0e5097caa824842cb6c318dc05467cd55e","2118939836","VlalSrIPEVjhtrjFJmkjJnJsKHwUIcZICtjgDh lixELFFlPPp","accepted"
"00079c0e5097caa824842cb6c318dc05467cd55e","3355567","IOxdAiDdiTZUoTfYBeStJRxTQeoHpegDOySxUkxGQzXDJXgIer","rejected"
"00079c0e5097caa824842cb6c318dc05467cd55e","144906045","QGhEaaYUuCEWJoyHksUCIOoEfemEKwU spUQySRCGCIRXVOEhU","accepted"
"00079c96c83723c70510a4ce2cd0dbafb0330068","100600220","IZFJYnXeszbAjeAHiXBJdEdpKClcpHomgejuwzQBAckFVMZLTA","rejected"
"00079c96c83723c70510a4ce2cd0dbafb0330068","30485300","fxVyEfJoRYGeuFExJhAzMgqxJLlscZgWgTCKbYNzmKRlIlhF","accepted"
"00079c96c83723c70510a4ce2cd0dbafb0330068","49417468","kXvILsbUzvTHuJPmtQTcbYisjtbPGQZLiz rhLKgHtjWTAAEUo","accepted"
"0007ce1f5274d88225721809a92de358e980bbc0","1492125410","iVSTBfSOWUqjcyzHIQPJDsXAEjulqxUjzuijuxIrfhCpTWXxNR","accepted"
"0007ce1f5274d88225721809a92de358e980bbc0","34550940","gHQCvKvGHQMpCdlFQrOZHeVmBsjQ NfbIMpKgEsuLOJyPTVfJX","rejected"
"0007ce1f5274d88225721809a92de358e980bbc0","2049231630","FoJQAJAwNOSOQTjyqKIpSWknHMosg yhPhndNwRjbKgPKmEyFv","accepted"
"0007f075d2f05268315ecc0a0bd6e7479e6a8e04","1993671630","cAWgFrcAXPAyrRmelrJbdAtKFyAzgkLcBMIFWyKtOqNOqtMoAu","accepted"
"0007f075d2f05268315ecc0a0bd6e7479e6a8e04","3307777","kboXyjEgwVpHPjXavJgJsEqRyoatTEIknjQSQESxYpVRPQGNka","accepted"
"0007f075d2f05268315ecc0a0bd6e7479e6a8e04","145191958","OqlnBJjRJSlFPDAxqIDEdm Wibtc DtfpGTQuSjrSNtpBjhPKJ","rejected"
"000893cb91e71218511468eac13ac0590dadf7fb","2606799","BbstDxUMYHockJgbIYjBKCaLEVmCBEPjJidjSpjlItvkRmsHwk","accepted"
"000893cb91e71218511468eac13ac0590dadf7fb","51130504","AFTVGcVaUmpHLmkyEKwzlpEudvlAKkc PaLUyvCKBFoJfttAyL","accepted"
"000893cb91e71218511468eac13ac0590dadf7fb","2764166","KcfasEBiitFc igvazYrmgjmgfSDNCwAukjXfUYBEzCDXaUXtT","rejected"
"00089b75d70c19e3cf8b26f9f48a26d5ca86b3f8","2056590","yDNMEmVRjNWGzcmVWFBgEa DZEwle HGdtLTjVQYZZQeVnAMkm","rejected"
"00089b75d70c19e3cf8b26f9f48a26d5ca86b3f8","2331770","LfFvDYigAhXFaGMtezThdeddMYEXtjBhdnxBRppjzvhtUQSFxz","rejected"
"00089b75d70c19e3cf8b26f9f48a26d5ca86b3f8","2242962765","iROlhIUOAcRXLcYGkhOJltUVkOlCpRKgdleimFoMZZdFYIFsYR","rejected"
"0008a1b93cacd69abb6c2465bb41f0f473c4771a","2450841","fZkRjJuADTxBXVwxTBVtucgCgDLGuQQxOBxHNuYVipSOgRPRXB","accepted"
"0008a1b93cacd69abb6c2465bb41f0f473c4771a","2153630810","KnLbNfHZGYK ymTYaIuPTeNKdkZ ocNoYrgPiYkPz HQlYGOIk","rejected"
"0008a1b93cacd69abb6c2465bb41f0f473c4771a","3379619","MSsnaRdsWWXskRKrBGxQBGVvhAVzbB VCuMXtdtVuCIRuyg xb","rejected"
"0008a750612707e3264ca28428b49f7c44803b30","2116315500","NtJAXlgmcqyBSzYzRirPEPIvlAuCcRxpaEStGHFdUBflPdjafK","rejected"
"0008a750612707e3264ca28428b49f7c44803b30","2374985960","cMLRIbsZbwglIPELIUvfWzmVznhNOBIMIINWXlOudaTHYbVkPs","accepted"
"0008a750612707e3264ca28428b49f7c44803b30","1510709850","OVKhluBqnGatengFMBS ryYAQdt hbjT DnCMkEZefZMwhMogR","rejected"
"0008d6f4d89b47040cbc5bd080984359d8feb09b","2156500858","CaFaeUKpmlevqIYdbDFGdoBcL ZGHYMAcXTyJWvefnzmecRBt","rejected"
"0008d6f4d89b47040cbc5bd080984359d8feb09b","145250991","YMWmoXCmyQKTKYsJDhdzAJNY SmDrNGVdGcqyUchFRivKZEnku","rejected"
"0008d6f4d89b47040cbc5bd080984359d8feb09b","122398167","aKHsHKBWJeFYVOuxjmfJpCYLhqTUgDQtfVGhsKyifxgwsHfhpX","accepted"
"0008e2735c7fabd74393ef7aceb40c1542cfe219","19262604","kzsVEDfnRzciFfGvpHORKgN t RxgZylAfmRXxCYnRnwzYWkom","accepted"
"0008e2735c7fabd74393ef7aceb40c1542cfe219","1978702","DUuqJxeXtEEjRPCHSQTTcdsARYOOAMetjilQHbJRRveNfOZyEM","rejected"
"0008e2735c7fabd74393ef7aceb40c1542cfe219","7853220","QSSFIFPyErfKVkBtTYvzD AjEJAMcYVAMfWGwBijEJrYmmDkWh","accepted"
"000919938a64847125e660644a542ee487ed8c2a","1923878","icuZlSPGbIHZAVDPFiYMHHhkKaquqoDSFvHirXpUMaCqLOtGVG","accepted"
"000919938a64847125e660644a542ee487ed8c2a","1411746165","WLKfNdhdNMpvvCuXhsANdRuHZpyGFtHeRqUJTZB wmPnDcwNfw","rejected"
"000919938a64847125e660644a542ee487ed8c2a","49469977","ZapzCcxKezQMSQugayCWANSs XGJDLYUjvfAiUrsSUaVrJKBwk","rejected"
"0009528675914a307c36318bf1af24d95e015c59","114151675","smbaPQDrlUvxEsjAnhZqZWIqLvY BtPtUGsEEQYvCFiqeSIl T","accepted"
"0009528675914a307c36318bf1af24d95e015c59","2577760","xvseKmfkjUrwbwMmObSOtVQROPTyEjZOTVFSBJrKWWtRHHOClT","accepted"
"0009528675914a307c36318bf1af24d95e015c59","2388683750","LbjOuudsCHXrwjsrdCjNPGCwngDrXXneFxwKeyABpCbxfBlUPW","accepted"
