"paperId","authors","first_author","title","abstract","date","keywords","references","pub_name","venue_name","pub_vol","pub_type","pages","year"
"0001739746fe04bc6d9b9a82788d9032e18d0205","['144040982', '3074253', '9428112']","144040982","Bridging machine learning and cryptography in defence against adversarial attacks","In the last decade, deep learning algorithms have become very popular thanks to the achieved performance in many machine learning and computer vision tasks. However, most of the deep learning architectures are vulnerable to so called adversarial examples. This questions the security of deep neural networks (DNN) for many security- and trust-sensitive domains. The majority of the proposed existing adversarial attacks are based on the differentiability of the DNN cost function.Defence strategies are mostly based on machine learning and signal processing principles that either try to detect-reject or filter out the adversarial perturbations and completely neglect the classical cryptographic component in the defence. In this work, we propose a new defence mechanism based on the second Kerckhoffs's cryptographic principle which states that the defence and classification algorithm are supposed to be known, but not the key. To be compliant with the assumption that the attacker does not have access to the secret key, we will primarily focus on a gray-box scenario and do not address a white-box one. More particularly, we assume that the attacker does not have direct access to the secret block, but (a) he completely knows the system architecture, (b) he has access to the data used for training and testing and (c) he can observe the output of the classifier for each given input. We show empirically that our system is efficient against most famous state-of-the-art attacks in black-box and gray-box scenarios.","2022-03-01","['indexing', 'big data', 'data modeling', 'methodology']","['0001c00c2c8d8482cacb156ecb5696529140d1b5', '00133d41d5ecef1a9d046d2b92bb2a23a335cb7c', '000dc0be06c5551657a7ea5ac7c96ebc59b1ea2e', '0000f6401f9f41d712029cac0cb4f7e6e5df95a7', '00000ec6adcb879a5d755ec1279594be7b509552', '0000155335cf64aec7099d5e7eee8bb4d33807ca']","ArXiv","ArXiv","abs/1809.01715","Journal","89-169","2022.0"
"000182ab44341a4277351e61eca61824d33662d4","['3018450', '3061534', '999999999']","3018450","High Speed FPGA Fabric Aware CSD Recoding with Run-Time Support for Fault Localization","","2020-06-01","['systems biology', 'sequence alignment', 'computational biology', 'methodology']","['000b1a40ce778d36b1cc5167a1149e9815238a18', '001278059f389212fd53d9094278f1e5b79d3b5c', '000ab46482925eafaf7dacc8ce47ab571ce99284', '0006b39165ea759aa01a80e6cac035b7e71423c8']","Proceedings of The Summit of Graph Databases 2020","The Summit of Graph Databases","Vol. XY","Proceedings","37-167","2020.0"
"0001995c16a306c8987150236a8688d74693a507","['2227667', '29765068', '2110732840', '1730455']","2227667","Convolutional Nonlinear Differential Recurrent Neural Networks for Crowd Scene Understanding","With the growth of crowd phenomena in the real world, crowd scene understanding is becoming an important task in anomaly detection and public security. Visual ambiguities and occlusions, high density, low mobility, and scene semantics, however, make this problem a great challenge. In this paper, we propose an end-to-end deep architecture, convolutional nonlinear differential recurrent neural networks (CNDRNNs), for crowd scene understanding. CNDRNNs consist of GoogleNet Inception V3 convolutional neural networks (CNNs) and nonlinear differential recurrent neural networks (RNNs). Different from traditional non-end-to-end solutions which separate the steps of feature extraction and parameter learning, CNDRNN utilizes a unified deep model to optimize the parameters of CNN and RNN hand in hand. It thus has the potential of generating a more harmonious model. The proposed architecture takes sequential raw image data as input, and does not rely on tracklet or trajectory detection. It thus has clear advantages over the traditional flow-based and trajectory-based methods, especially in challenging crowd scenarios of high density and low mobility. Taking advantage of CNN and RNN, CNDRNN can effectively analyze the crowd semantics. Specifically, CNN is good at modeling the semantic crowd scene information. On the other hand, nonlinear differential RNN models the motion information. The individual and increasing orders of derivative of states (DoS) in differential RNN can progressively build up the ability of the long short-term memory (LSTM) gates to detect different levels of salient dynamical patterns in deeper stacked layers modeling higher orders of DoS. Lastly, existing LSTM-based crowd scene solutions explore deep temporal information and are claimed to be “deep in time.” Our proposed method CNDRNN, however, models the spatial and temporal information in a unified architecture and achieves “deep in space and time.” Extensive performance studies on the Violent-Flows, CUHK Crowd, and NUS-HGA datasets show that the proposed technique significantly outperforms state-of-the-art methods.","2022-03-01","['network security', 'cryptography', 'intrusion detection', 'future trends']","['000c8de6748b7056eff02b635334a1dfb7da4e05', '00091ea6119e3f1b25a9f773b54d35c0ad82fdbd', '00104ecdc59405d20c330800ae8170dad9cab0c8', '000acfce6e507ae24b6791bc840f0b31a601be60', '0002693c9b8fe748c3e322979587bdf20148f8de', '000ae53ada5df88d3e9279f4536c64ba1f43eaa8', '0010d984cfb9d9e55a02230f701ac0892cb0cc75', '000a8821491dc54741fb10769649dc340ab815d9', '000b724c98412e6d8e85768d204392078d5ef97e', '00000ec6adcb879a5d755ec1279594be7b509552', '0000155335cf64aec7099d5e7eee8bb4d33807ca']","International Journal of Semantic Computing","International Journal of Semantic Computing","12","Journal","14-119","2022.0"
"0001aa572591c74692e2c8c6b7f3a8d4f3c2943b","['2118927866', '2617736']","2118927866","Deciphering the attributes of student retention in massive open online courses using data mining techniques","","2018-10-31","['computer vision', 'reinforcement learning', 'natural language processing', 'literature review']","['001265a9ab8b7c8fc67f7664266808db1ef19159', '000bf47c744f7c180992222a5f5523073dc2f6bb', '000171a6ae5a62b3d92ba541c8bbc6e7eda4d561', '00089b75d70c19e3cf8b26f9f48a26d5ca86b3f8', '00134758fb0528f257da48789213b0595350b3de']","Education and Information Technologies : Official Journal of the IFIP technical committee on Education","Education and Information Technologies : Official Journal of the IFIP technical committee on Education","24","Journal","67-119",""
"0001b49691f8ad0f92208909f517cfbfa0a401c6","['50661613', '15231470', '2416196057', '2069136507', '2405496169', '2053559877', '999999999']","50661613","Condition based health monitoring of transformers","","2021-06-01","['sequence alignment', 'transcriptomics', 'protein folding', 'empirical analysis']","['0009bd1d726323db6b438ac54ef4e0416b8b8449', '00055d76588dbb3d0fa97ff98bb8cd3c5c95a25f']","Proceedings of The Summit of Graph Databases 2021","The Summit of Graph Databases","Vol. XY","Proceedings","39-184","2021.0"
"0001dd1d0f7b3f57419c7eafd4e2e2fcbb5e6cac","['117229939', '9320363', '1711890', '9186000']","117229939","Measuring Fuel and Travel Time Benefits for the Caribbean Oceanic Flights Through Computer Simulations","","2018-06-24","['big data', 'data storage', 'indexing', 'future trends']","['0010ca2a5bafdc54198657d8cca78fe9ee50f8b3']","2018 Aviation Technology, Integration, and Operations Conference","2018 Aviation Technology, Integration, and Operations Conference","Vol. XY","Proceedings","53-102",""
"00024714c7d6616ec9e32ff28c963324dda54689","['51439286', '2108391214']","51439286","Performance Evaluation of Deep Learning Stock Price by Chart Type for Buying Policy Verification","","","['computer vision', 'reinforcement learning', 'deep learning', 'case study']","['000b53134b805be72e269cd79463dff4fd59d9f7', '0018dd504c73f1b3db5b385d1b38639d00e155de', '0015566e4bd4b7319b8baa639271f68906e33012']","Fuzzy Systems and Data Mining","Fuzzy Systems and Data Mining","Vol. XY","Journal","37-143",""
"00024842a329545cae0b34f91f90ca453751126a","['145801617', '1733984', '2132615', '1808599']","145801617","Modeling of Highly Non-Stationary Low Altitude Aircraft-to-Aircraft Channels","Due to the high velocity and low altitude of combat sorties the aircraft-to-aircraft communication channel becomes highly non-stationary. Nowadays, however, there are still many channel models based on the wide-sense stationary uncorrelated scattering assumption. This assumption breaks down for most military aircraft-to-aircraft channels. In order to include the nonstationarity into the channel model, we use a time-variant, delay-dependent description of the Doppler frequency. The model is based on a geometric-stochastic channel model. By using the aircraft geometry, the non-stationarities are naturally included into the model. Due to the fact that we employ a delay-dependent description of the Doppler frequency, the model becomes wideband. The surfaces of constant delays are ellipsoids with the aircraft in its foci. Thus, a channel description in a prolate spheroidal coordinate system is used to simplify the mathematical notation. We show the delay-dependent Doppler probability density function and its corresponding characteristic function for practical low altitude scenarios.","2018-10-01","['intrusion detection', 'access control', 'vulnerability assessment', 'performance evaluation']","['0015948be940cc9d976ef3874be9cad30b4710be', '0009e794f51b8dd9910996793f74793af0ef48df', '0003377821a5ab1bfce8513a9c5fb94c8e9a047c', '000ad9089c994362917fdb9f563862f33f1b2eda', '000c2d6517939285fd7ff030626b94843d8b51f8', '001a85ba8c2073ab54733d700e66565ae5185eed', '001534ec4e6d656722fddc81ba532779cea76875', '0008aab9554830f684fcb4dacf303b7906a468a8']","IEEE Military Communications Conference","IEEE Military Communications Conference","Vol. XY","Proceedings","52-105",""
"00029921967a733e46040274ba6823c4b214977f","['3413161', '2109426255', '2634930', '1798031']","3413161","Enhancing the Isolation and Performance of Control Planes for Fog Computing","Fog computing, which places computing resources close to IoT devices, can offer low latency data processing for IoT applications. With software-defined networking (SDN), fog computing can enable network control logics to become programmable and run on a decoupled control plane, rather than on a physical switch. Therefore, network switches are controlled via the control plane. However, existing control planes have limitations in providing isolation and high performance, which are crucial to support multi-tenancy and scalability in fog computing. In this paper, we present optimization techniques for Linux to provide isolation and high performance for the control plane of SDN. The new techniques are (1) separate execution environment (SE2), which separates the execution environments between multiple control planes, and (2) separate packet processing (SP2), which reduces the complexity of the existing network stack in Linux. We evaluate the proposed techniques on commodity hardware and show that the maximum performance of a control plane increases by four times compared to the native Linux while providing strong isolation.","2018-09-28","['data management', 'data storage', 'indexing', 'case study']","['001585ee486c399043bb3f2ebfc84cfc0014aea8', '0012be5d3d625717ebaabb4aa5c7ff854dc16a5a']","Italian National Conference on Sensors","Italian National Conference on Sensors","18","Journal","25-197",""
"0002d7cac3c6629e1ec4ddc84b056822eccc2088","['1890291', '2381987', '28500456', '26966619', '31003886', '1942842', '1734171']","1890291","3D Absorptive Frequency-Selective Reflection and Transmission Structures With Dual Absorption Bands","This paper presents a 3D absorptive frequency-selective reflection structure (AFSR) and absorptive frequency-selective transmission structure (AFST) with one reflection/transmission band and two absorption bands. The 3D AFSR utilizes the intrinsic reflection band and higher order absorption band of a wideband 3D absorber. By simply loading a printed gap capacitor in the structure, the reflection band can be easily tuned by varying the capacitance of the capacitor. A design example is presented, with a reflection band of 24.7% fractional bandwidth (FBW), a lower absorption band of 72.5% FBW, and a higher absorption band of 48.6% FBW. A 3D AFST composed of the 3D AFSR and a parallel-plate waveguide is then proposed. Its general operating principle is demonstrated, such that the 3D AFST can be seen as a combination of a 3D AFSR and a 3D band-pass FSS, which can independently contribute to the absorption and transmission, respectively. A set of guidelines is proposed to facilitate the design. A prototype of the proposed AFST is fabricated and measured. The measured results show that the transmission band is with a minimum insertion loss of 0.4 dB and an FBW of 30%. Moreover, the lower and higher absorption bands are with 63.9 % and 47.6 % FBW, respectively. The proposed AFST has a simpler structure, wider lower absorption bandwidth, and thinner thickness compared with previous structures.","","['data management', 'data processing', 'data querying', 'methodology']","['0013779a2d2e1eee6455e64c9bae678469102707', '000118b5e2ad8f654f5f86e8909bc0f21472584e', '00097a53935473e80a889211f44d799a25207179', '00172267d83aacd9c74912ceee29645aaebd49a2', '0011394496e5924a8252843a55d527d8eaefcaa3', '001becc774169ddb6f3e1071848603651b24ed3d', '0015948be940cc9d976ef3874be9cad30b4710be']","IEEE Access","IEEE Access","6","Journal","69-151",""
"0002d894bfe4737b636d964710e91dd8abf2d200","['2139982064']","2139982064","How Dance(Sport) can help to produce better software","Dancing and dancesport have a long tradition of instructions and development. Furthermore, there are many aspects of them that resemble the software development process. This work analyses their features with the intent to explore what of them is already applied in software development and what could be borrowed and applied in the future. Additionally, an investigation of the associated brain activities could be performed to gather a deeper understanding of analogies and differences.","2018-10-26","['neural networks', 'predictive modeling', 'supervised learning', 'methodology']","['000625595b3d77c4f9083a91a1b3e6e0325b18e1', '0008b1e49c3d4afe2cfffe82ea88be147b618504', '00045cdf8bd8193ee10bd54d7c2b8f51b49a7866', '0016880763a0de1a65e3909db52c6e49b7f100c4', '0007a2fae560ed572b601ef4f4b61fc4b0a2c20d', '000bd979db89b8a772145c5dc357b4d8bc717c5e', '00077e00481acb73962abedf99cc71dfeb497a08']","Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering","International Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering","Vol. XY","Journal","87-119",""
"0002e798f0af1dc0c72a66f7561de87263ac60ad","['21456131', '3280431']","21456131","Tactical Decision Making for Cooperative Vehicles Using Reachable Sets","Tactical maneuver planning of multiple, communicating vehicles provides the opportunity to increase passenger safety and comfort. We propose a unifying method to orchestrate the motion of cooperative vehicles based on the negotiation of conflicting road areas, which are determined by reachable set computation. As a result, each vehicle receives an individual driving corridor for trajectory planning. The presented conflict resolution scheme has polynomial runtime complexity and is guaranteed to find the optimal allocation of road areas for each negotiation round. Our method is not tailored to specific traffic situations but is applicable to general traffic scenes with manually driven and automated vehicles. We demonstrate the universal usability of our approach in numerical experiments.","2018-11-01","['systems biology', 'sequence alignment', 'transcriptomics', 'case study']","['0007ce1f5274d88225721809a92de358e980bbc0', '00149d99733baf0d6c37a9ee93119826420e6897', '0008d0a1f07dc095095e80b2ce9eb680d60c3934', '000d7ad06dcc8601376854da05015be207f4bbfd', '000c5daaf427ca755f3907c855807a4afa3499b2']","International Conference on Intelligent Transportation Systems","International Conference on Intelligent Transportation Systems","Vol. XY","Proceedings","92-106",""
"0003377821a5ab1bfce8513a9c5fb94c8e9a047c","['2145913417', '3492940', '145281975', '1802030', '1738539']","2145913417","Energy-efficient radio resource allocation in software-defined wireless sensor networks","","2018-02-20","['cryptography', 'network security', 'blockchain', 'empirical analysis']","['0000e9c84a43116f3b297f1f7be2b4bce948a282', '000bdb99d3ee7825a7a18b3ab1b7bf6c14ae1fb4', '0005ba64c6bbdc29fc88a4d13e40b4827afc2168', '0017b65adf4104df585a3997fc6e9a6acad38b37', '000685e039f89a4baf3e0de2502dbc988e663db4', '00035cc31252f46d2ad79b026d199de1dd503ff2', '00150cd9d23b2dc7ae35374ea017c70607440846', '0005cc2c9d1fcc8d929b16402c983ede6146057c']","IET Communications","IET Communications","12","Journal","19-177",""
"00035328d59878c9299b56feabcbd1dd995c57c0","['1730285', '2130139463', '2200107457', '9231275', '46254274', '4347364']","1730285","Integration of CPU and GPU to accelerate RSA modular exponentiation operation","","2018-05-01","['reinforcement learning', 'natural language processing', 'supervised learning', 'future trends']","['000873bf9d16d47924d1ac37f53d04c84bee172f', '00134758fb0528f257da48789213b0595350b3de', '00060b8e4e818604dcdba8166cbadf2402fd6aab', '000e5f0ba36bb3fb4cb788e1bc4da2d01498dcb9', '0008e4864ef02f8236e605b36907bd92ea9d6695', '0016e231a1fc8488880fdaafc6e5c7f1ca4289b9', '000392ece4f70fb46e7257ab150a7c74eb97f4f5', '0014622369bd84a22669010ca7e1d6288e52c47f']","Long Island Systems, Applications and Technology Conference","Long Island Systems, Applications and Technology Conference","Vol. XY","Proceedings","9-181",""
"0003678d3d567451ce3111588fdcd33468760f9d","['2632975', '103418428', '2087286167', '144154378', '33112537', '2927992']","2632975","Application of the 4-D XCAT Phantoms in Biomedical Imaging and Beyond","","2018-03-01","['intrusion detection', 'access control', 'vulnerability assessment', 'survey']","['000b5c61a292a41f7c79e9ef29d067c7b8e4441e', '0014b2ff5354f0ebac32fae1603e176e01a5c1b6', '000b4ed3a5d5788a34a080dc7d64dbe379940d6c', '0008a6139fa2f6f1496b00a9dac67d3ba5a309dc', '0005cc2c9d1fcc8d929b16402c983ede6146057c', '0006be30654a942ae1d2623d6b6281b1b91b0b70', '00014314b1944a1f88395518466dd27dbd1e6597', '000219bc5fcf2c8a57e4e07386f95e0e1dd5653e']","IEEE Transactions on Medical Imaging","IEEE Transactions on Medical Imaging","37","Journal","54-116",""
"000379683604012c47cf4fe9692530857db672d1","['144867093', '153018154', '2771157']","144867093","Optimizing Beams and Bits: A Novel Approach for Massive MIMO Base-Station Design","We consider the problem of jointly optimizing ADC bit resolution and analog beamforming over a frequency-selective massive MIMO uplink. We build upon a popular model to incorporate the impact of low bit resolution ADCs, that hitherto has mostly been employed over flat-fading systems. We adopt weighted sum rate (WSR) as our objective and show that WSR maximization under finite buffer limits and important practical constraints on choices of beams and ADC bit resolutions can equivalently be posed as constrained submodular set function maximization. This enables us to design a constant-factor approximation algorithm. Upon incorporating further enhancements we obtain an efficient algorithm that significantly outperforms state-of-the-art ones.nstant-factor approximation algorithm. Upon incorporating further enhancements we obtain an efficient algorithm that significantly outperforms state-of-the-art ones.","2018-10-17","['cryptography', 'network security', 'access control', 'empirical analysis']","['00132c7f6583ffc3d216856f707a9bf0c387dbeb']","International Conference on Computing, Networking and Communications","International Conference on Computing, Networking and Communications","Vol. XY","Proceedings","98-197",""
"0004445f65e9097e8874c229ed43f3a746f93d85","['145465399', '152908943']","145465399","Incorporating Incidence Angle Variation into Sar Image Segmentation","We present a new approach for incorporating incidence angle derived synthetic aperture radar (SAR) brightness variation directly into SAR image analysis. This approach is unique in that the incidence angle dependency is modeled explicitly into the probability density function rather than an image-wide pre-processing ‘correction’. It can then be used for supervised and unsupervised image analysis, and is notably able to account for a different dependency rate for each class. This has potential benefits for wide-swath SAR imagery over flat areas and ocean, wide angled airborne and UAV based SAR data, connecting narrow-beam SAR images at different acquisition angles, as well as land-based analysis with local topographic terrain angles. An initial example demonstrates unsupervised image segmentation applied to sea ice mapping for meteorological services and climate science, and is compared to the same algorithm without the incidence angle modeling.","2018-07-01","['reinforcement learning', 'deep learning', 'predictive modeling', 'methodology']","['001128713e26719656c268ec67aba3d951e0651e', '0005b409b6514da7dad30b0ce4415a3ea2b43bd2', '0015f1aa49d5116410b2990915ab8f35d502a997']","IEEE International Geoscience and Remote Sensing Symposium","IEEE International Geoscience and Remote Sensing Symposium","Vol. XY","Journal","50-152",""
